Date,M1,M2,M3,M4,M5,M6,M7,M8,M9,Grand Total,,,
8/19/16 12:00 PM,2,1,2,0,0,3,0,1,1,10,,,
8/19/16 1:00 PM,2,1,0,0,1,0,1,2,0,7,,,
8/19/16 2:00 PM,1,0,1,0,1,1,1,0,2,7,,,
8/19/16 3:00 PM,2,3,0,0,1,1,1,0,2,10,,,
8/19/16 4:00 PM,2,2,0,1,0,1,2,1,3,12,,,
8/19/16 5:00 PM,3,3,2,0,0,1,2,0,2,13,,,
8/19/16 6:00 PM,1,2,2,1,0,1,1,1,3,12,,,
8/19/16 7:00 PM,1,2,1,0,0,1,1,1,1,8,,,
8/19/16 8:00 PM,0,1,3,0,0,0,2,0,0,6,,,
8/19/16 9:00 PM,2,3,1,1,0,2,1,1,2,13,,,
8/19/16 10:00 PM,1,2,0,0,0,3,2,2,2,12,,,
8/19/16 11:00 PM,1,1,1,1,0,1,3,0,4,12,,,
8/20/16 12:00 AM,0,0,1,2,0,1,2,1,1,8,,,
8/20/16 1:00 AM,1,2,0,0,0,2,0,1,2,8,,,
8/20/16 2:00 AM,3,0,0,1,0,0,1,0,3,8,,,
8/20/16 3:00 AM,3,1,2,0,0,0,1,2,1,10,,,
8/20/16 4:00 AM,1,0,1,1,0,0,0,0,4,7,,,
8/20/16 5:00 AM,1,1,1,0,1,1,2,3,1,11,,,
8/20/16 6:00 AM,2,0,1,0,0,1,1,1,3,9,,,
8/20/16 7:00 AM,2,0,1,0,1,2,3,3,1,13,,,
8/20/16 8:00 AM,2,1,1,0,0,1,0,1,2,8,,,
8/20/16 9:00 AM,0,0,1,0,0,0,1,1,1,4,,,
8/20/16 10:00 AM,3,1,0,1,0,0,0,1,1,7,,,
8/20/16 11:00 AM,2,0,0,0,0,1,3,1,3,10,,,
8/20/16 12:00 PM,2,0,2,0,0,2,0,1,2,9,,,
8/20/16 1:00 PM,3,1,0,0,0,0,0,2,1,7,,,
8/20/16 2:00 PM,2,1,1,1,0,0,2,1,1,9,,,
8/20/16 3:00 PM,3,2,2,0,0,1,0,1,1,10,,,
8/20/16 4:00 PM,1,0,2,1,1,2,2,0,1,10,,,
8/20/16 5:00 PM,1,1,2,0,0,1,0,1,3,9,,,
8/20/16 6:00 PM,2,0,1,0,0,2,1,0,1,7,,,
8/20/16 7:00 PM,1,2,2,1,0,2,0,0,0,8,,,
8/20/16 8:00 PM,1,0,0,0,0,0,0,0,0,1,,,
8/20/16 9:00 PM,2,3,2,1,0,2,1,1,2,14,,,
8/20/16 10:00 PM,2,1,2,0,0,2,1,1,1,10,,,
8/20/16 11:00 PM,2,1,1,0,0,3,2,3,1,13,,,
8/21/16 12:00 AM,3,1,1,0,0,1,0,1,1,8,,,
8/21/16 1:00 AM,4,0,2,0,1,2,0,0,3,12,,,
8/21/16 2:00 AM,2,1,2,0,0,1,0,1,2,9,,,
8/21/16 3:00 AM,3,3,2,1,0,0,0,2,3,14,,,
8/21/16 4:00 AM,2,2,3,2,1,1,1,0,3,15,,,
8/21/16 5:00 AM,4,1,1,1,0,1,0,2,2,12,,,
8/21/16 6:00 AM,2,0,2,0,0,1,1,0,0,6,,,
8/21/16 7:00 AM,2,0,1,0,0,3,0,0,0,6,,,
8/21/16 8:00 AM,1,1,0,0,1,0,1,1,0,5,,,
8/21/16 9:00 AM,1,1,1,0,0,3,1,0,1,8,,,
8/21/16 10:00 AM,3,1,0,0,0,1,1,0,0,6,,,
8/21/16 11:00 AM,3,0,0,0,0,1,1,0,2,7,,,
8/21/16 12:00 PM,1,1,1,0,0,1,2,0,2,8,,,
8/21/16 1:00 PM,1,1,3,0,0,1,2,1,3,12,,,
8/21/16 2:00 PM,1,0,0,0,0,0,0,1,0,2,,,
8/21/16 3:00 PM,2,3,1,0,0,0,1,0,2,9,,,
8/21/16 4:00 PM,0,0,1,0,0,1,1,0,3,6,,,
8/21/16 5:00 PM,0,2,0,0,0,3,1,1,0,7,,,
8/21/16 6:00 PM,1,1,0,0,0,0,0,2,1,5,,,
8/21/16 7:00 PM,0,1,0,0,0,0,2,1,3,7,,,
8/21/16 8:00 PM,2,1,1,1,1,1,1,1,1,10,,,
8/21/16 9:00 PM,1,1,1,1,0,1,1,0,2,8,,,
8/21/16 10:00 PM,1,3,0,0,0,4,3,1,2,14,,,
8/21/16 11:00 PM,0,2,0,0,1,3,0,2,4,12,,,
8/22/16 12:00 AM,1,1,2,1,0,0,1,0,1,7,,,
8/22/16 1:00 AM,2,1,3,0,0,1,0,1,2,10,,,
8/22/16 2:00 AM,3,2,1,0,0,1,2,2,3,14,,,
8/22/16 3:00 AM,3,1,1,0,0,1,3,1,2,12,,,
8/22/16 4:00 AM,1,0,1,0,2,0,0,2,1,7,,,
8/22/16 5:00 AM,1,1,2,0,0,0,0,1,1,6,,,
8/22/16 6:00 AM,2,1,0,0,0,2,1,1,3,10,,,
8/22/16 7:00 AM,3,0,3,0,1,2,3,1,2,15,,,
8/22/16 8:00 AM,1,1,1,1,2,3,1,2,1,13,,,
8/22/16 9:00 AM,0,2,1,0,0,1,3,0,2,9,,,
8/22/16 10:00 AM,1,1,2,0,0,2,1,3,2,12,,,
8/22/16 11:00 AM,2,1,0,0,1,1,1,2,2,10,,,
8/22/16 12:00 PM,2,2,1,0,0,2,1,1,2,11,,,
8/22/16 1:00 PM,1,1,0,0,3,1,1,0,1,8,,,
8/22/16 2:00 PM,0,3,1,0,0,1,2,2,2,11,,,
8/22/16 3:00 PM,2,0,0,0,0,1,1,0,2,6,,,
8/22/16 4:00 PM,2,1,1,1,1,0,3,0,1,10,,,
8/22/16 5:00 PM,2,2,2,0,1,1,3,0,4,15,,,
8/22/16 6:00 PM,4,0,1,0,0,0,1,2,1,9,,,
8/22/16 7:00 PM,2,1,1,0,0,2,1,0,2,9,,,
8/22/16 8:00 PM,2,2,1,0,2,1,0,2,0,10,,,
8/22/16 9:00 PM,2,0,0,0,1,0,2,1,3,9,,,
8/22/16 10:00 PM,1,0,2,0,1,0,1,2,2,9,,,
8/22/16 11:00 PM,1,0,1,0,0,3,2,1,3,11,,,
8/23/16 12:00 AM,1,2,1,0,1,0,2,1,2,10,,,
8/23/16 1:00 AM,2,0,1,0,0,2,1,2,1,9,,,
8/23/16 2:00 AM,2,1,0,0,1,1,2,1,1,9,,,
8/23/16 3:00 AM,2,1,1,0,0,0,1,2,1,8,,,
8/23/16 4:00 AM,2,0,1,1,0,3,2,3,1,13,,,
8/23/16 5:00 AM,0,2,1,1,0,0,1,2,0,7,,,
8/23/16 6:00 AM,2,0,1,1,0,1,1,3,1,10,,,
8/23/16 7:00 AM,2,0,0,0,0,1,1,2,0,6,,,
8/23/16 8:00 AM,3,1,0,0,0,1,1,0,3,9,,,
8/23/16 9:00 AM,1,0,1,1,1,1,1,0,1,7,,,
8/23/16 10:00 AM,2,0,2,0,0,1,2,0,0,7,,,
8/23/16 11:00 AM,2,0,0,0,0,0,1,1,0,4,,,
8/23/16 12:00 PM,1,0,0,0,1,1,0,2,0,5,,,
8/23/16 1:00 PM,3,2,1,0,0,1,1,1,1,10,,,
8/23/16 2:00 PM,3,1,0,1,0,2,0,1,0,8,,,
8/23/16 3:00 PM,3,2,1,0,0,3,2,0,0,11,,,
8/23/16 4:00 PM,1,2,0,0,0,0,1,0,0,4,,,
8/23/16 5:00 PM,1,1,1,1,1,2,0,1,1,9,,,
8/23/16 6:00 PM,0,1,0,0,0,0,0,1,2,4,,,
8/23/16 7:00 PM,3,1,2,0,0,2,1,3,0,12,,,
8/23/16 8:00 PM,1,2,1,0,0,0,0,1,2,7,,,
8/23/16 9:00 PM,1,1,1,0,0,0,1,1,0,5,,,
8/23/16 10:00 PM,1,1,1,0,0,0,1,1,1,6,,,
8/23/16 11:00 PM,3,1,0,0,1,0,2,0,1,8,,,
8/24/16 12:00 AM,2,1,1,1,0,0,2,1,1,9,,,
8/24/16 1:00 AM,0,1,1,0,0,1,2,1,0,6,,,
8/24/16 2:00 AM,2,2,1,0,0,1,1,1,1,9,,,
8/24/16 3:00 AM,1,0,0,0,0,0,1,0,0,2,,,
8/24/16 4:00 AM,0,0,1,0,1,2,0,2,0,6,,,
8/24/16 5:00 AM,3,2,0,1,0,3,1,0,1,11,,,
8/24/16 6:00 AM,0,2,2,0,0,1,1,2,0,8,,,
8/24/16 7:00 AM,0,1,0,0,0,0,3,0,1,5,,,
8/24/16 8:00 AM,4,0,1,0,0,1,2,2,0,10,,,
8/24/16 9:00 AM,1,0,0,1,0,1,1,1,0,5,,,
8/24/16 10:00 AM,2,2,2,0,2,0,2,2,0,12,,,
8/24/16 11:00 AM,1,1,1,1,0,2,1,1,0,8,,,
8/24/16 12:00 PM,1,1,2,0,0,1,0,0,0,5,,,
8/24/16 1:00 PM,3,2,0,1,0,0,3,2,4,15,,,
8/24/16 2:00 PM,1,0,2,0,0,1,2,2,0,8,,,
8/24/16 3:00 PM,3,2,1,1,1,2,0,3,0,13,,,
8/24/16 4:00 PM,2,1,1,0,0,1,0,3,0,8,,,
8/24/16 5:00 PM,1,1,2,2,0,0,2,0,0,8,,,
8/24/16 6:00 PM,0,2,2,1,0,1,0,3,2,11,,,
8/24/16 7:00 PM,1,0,0,0,0,0,2,1,1,5,,,
8/24/16 8:00 PM,2,1,4,1,0,2,2,2,0,14,,,
8/24/16 9:00 PM,0,1,1,0,0,1,2,0,0,5,,,
8/24/16 10:00 PM,0,2,1,1,0,2,0,3,1,10,,,
8/24/16 11:00 PM,2,2,1,0,0,0,0,0,0,5,,,
8/25/16 12:00 AM,2,0,1,0,0,2,1,0,0,6,,,
8/25/16 1:00 AM,1,0,2,1,0,1,0,1,0,6,,,
8/25/16 2:00 AM,2,0,2,0,0,1,0,1,0,6,,,
8/25/16 3:00 AM,2,1,1,0,2,1,0,0,0,7,,,
8/25/16 4:00 AM,2,0,1,0,1,0,1,3,0,8,,,
8/25/16 5:00 AM,1,2,0,0,0,2,2,2,1,10,,,
8/25/16 6:00 AM,2,1,1,1,2,1,0,2,0,10,,,
8/25/16 7:00 AM,1,3,1,0,1,0,0,1,0,7,,,
8/25/16 8:00 AM,1,2,1,1,1,2,0,2,1,11,,,
8/25/16 9:00 AM,1,1,2,0,0,1,0,1,1,7,,,
8/25/16 10:00 AM,1,1,0,0,0,0,1,1,0,4,,,
8/25/16 11:00 AM,2,0,2,0,1,2,1,3,0,11,,,
8/25/16 12:00 PM,1,1,0,2,0,1,0,2,1,8,,,
8/25/16 1:00 PM,1,1,0,1,0,1,0,0,0,4,,,
8/25/16 2:00 PM,1,3,0,0,0,2,1,1,0,8,,,
8/25/16 3:00 PM,1,3,1,0,1,3,1,0,0,10,,,
8/25/16 4:00 PM,1,1,1,0,0,0,1,0,0,4,,,
8/25/16 5:00 PM,1,1,0,1,0,2,0,0,0,5,,,
8/25/16 6:00 PM,1,1,1,0,0,0,1,0,1,5,,,
8/25/16 7:00 PM,1,1,1,0,0,2,0,0,0,5,,,
8/25/16 8:00 PM,0,2,1,1,0,0,0,1,1,6,,,
8/25/16 9:00 PM,3,1,2,1,0,1,0,2,1,11,,,
8/25/16 10:00 PM,1,2,2,1,0,1,2,1,1,11,,,
8/25/16 11:00 PM,3,1,2,1,0,1,2,2,1,13,,,
8/26/16 12:00 AM,1,0,1,0,0,0,1,2,0,5,,,
8/26/16 1:00 AM,1,1,1,0,1,0,1,1,0,6,,,
8/26/16 2:00 AM,1,2,0,1,1,2,1,0,0,8,,,
8/26/16 3:00 AM,2,0,1,0,0,1,0,0,1,5,,,
8/26/16 4:00 AM,1,2,1,0,0,1,1,0,0,6,,,
8/26/16 5:00 AM,0,1,1,2,0,0,1,1,2,8,,,
8/26/16 6:00 AM,2,1,1,1,0,1,0,0,0,6,,,
8/26/16 7:00 AM,3,2,2,0,0,3,1,1,1,13,,,
8/26/16 8:00 AM,1,0,1,0,1,2,1,1,0,7,,,
8/26/16 9:00 AM,3,2,0,0,1,1,2,0,2,11,,,
8/26/16 10:00 AM,3,2,1,2,0,1,1,1,0,11,,,
8/26/16 11:00 AM,2,0,2,0,0,2,0,1,3,10,,,
8/26/16 12:00 PM,2,1,1,0,0,0,1,2,1,8,,,
8/26/16 1:00 PM,2,0,2,0,0,1,0,0,1,6,,,
8/26/16 2:00 PM,1,3,0,2,0,1,1,1,0,9,,,
8/26/16 3:00 PM,1,1,1,0,0,2,1,1,0,7,,,
8/26/16 4:00 PM,0,2,1,0,1,1,3,1,1,10,,,
8/26/16 5:00 PM,3,1,1,0,0,1,1,0,1,8,,,
8/26/16 6:00 PM,3,1,1,0,1,1,0,1,0,8,,,
8/26/16 7:00 PM,3,2,1,1,0,2,1,0,0,10,,,
8/26/16 8:00 PM,1,1,0,1,1,0,1,1,0,6,,,
8/26/16 9:00 PM,2,0,1,0,0,1,0,2,1,7,,,
8/26/16 10:00 PM,0,1,0,0,0,3,0,2,0,6,,,
8/26/16 11:00 PM,1,0,0,3,0,0,2,1,0,7,,,
8/27/16 12:00 AM,2,3,0,1,0,1,1,0,1,9,,,
8/27/16 1:00 AM,1,1,1,2,0,0,2,0,0,7,,,
8/27/16 2:00 AM,3,1,1,1,0,2,1,2,0,11,,,
8/27/16 3:00 AM,1,4,0,0,0,3,1,1,3,13,,,
8/27/16 4:00 AM,2,1,0,1,1,1,0,0,0,6,,,
8/27/16 5:00 AM,0,2,1,0,0,2,1,0,0,6,,,
8/27/16 6:00 AM,1,2,2,0,0,2,0,2,0,9,,,
8/27/16 7:00 AM,2,0,1,0,1,0,2,0,0,6,,,
8/27/16 8:00 AM,1,0,0,1,1,0,0,2,1,6,,,
8/27/16 9:00 AM,2,3,0,0,1,1,0,0,0,7,,,
8/27/16 10:00 AM,2,2,0,0,0,1,0,1,1,7,,,
8/27/16 11:00 AM,0,0,0,1,0,1,3,0,2,7,,,
8/27/16 12:00 PM,2,0,2,1,0,0,1,1,1,8,,,
8/27/16 1:00 PM,3,0,1,1,0,2,2,1,0,10,,,
8/27/16 2:00 PM,3,1,1,0,0,1,1,1,0,8,,,
8/27/16 3:00 PM,0,1,2,0,0,1,2,0,2,8,,,
8/27/16 4:00 PM,1,1,2,0,0,1,4,1,1,11,,,
8/27/16 5:00 PM,2,1,1,0,0,0,2,2,1,9,,,
8/27/16 6:00 PM,1,1,0,0,0,2,2,1,1,8,,,
8/27/16 7:00 PM,1,0,0,0,0,1,0,3,0,5,,,
8/27/16 8:00 PM,3,1,1,0,1,0,0,1,0,7,,,
8/27/16 9:00 PM,2,1,1,1,1,0,0,2,0,8,,,
8/27/16 10:00 PM,0,0,1,2,1,1,2,0,1,8,,,
8/27/16 11:00 PM,1,1,1,0,0,1,2,2,1,9,,,
8/28/16 12:00 AM,2,3,1,0,0,1,1,2,0,10,,,
8/28/16 1:00 AM,3,2,1,0,1,0,0,2,0,9,,,
8/28/16 2:00 AM,3,3,1,1,0,1,0,2,0,11,,,
8/28/16 3:00 AM,3,2,0,0,1,0,1,1,0,8,,,
8/28/16 4:00 AM,1,1,1,0,0,3,1,1,3,11,,,
8/28/16 5:00 AM,2,0,0,0,0,1,1,2,0,6,,,
8/28/16 6:00 AM,3,0,2,0,0,1,0,1,1,8,,,
8/28/16 7:00 AM,3,2,1,0,0,0,3,2,1,12,,,
8/28/16 8:00 AM,1,2,2,0,0,0,0,1,0,6,,,
8/28/16 9:00 AM,0,1,2,0,1,1,0,1,1,7,,,
8/28/16 10:00 AM,2,2,1,0,0,1,0,2,2,10,,,
8/28/16 11:00 AM,1,0,0,0,0,1,0,0,0,2,,,
8/28/16 12:00 PM,1,3,2,0,0,2,1,0,2,11,,,
8/28/16 1:00 PM,1,1,2,0,0,0,1,1,1,7,,,
8/28/16 2:00 PM,3,1,2,1,0,3,1,0,0,11,,,
8/28/16 3:00 PM,0,2,0,0,0,0,3,1,0,6,,,
8/28/16 4:00 PM,2,0,2,0,1,0,2,1,1,9,,,
8/28/16 5:00 PM,2,0,1,1,0,0,1,1,0,6,,,
8/28/16 6:00 PM,2,2,0,0,0,2,2,1,0,9,,,
8/28/16 7:00 PM,1,1,2,0,0,1,2,0,0,7,,,
8/28/16 8:00 PM,2,1,1,0,0,1,0,1,2,8,,,
8/28/16 9:00 PM,4,0,3,0,1,0,2,2,2,14,,,
8/28/16 10:00 PM,0,2,0,3,0,2,0,2,0,9,,,
8/28/16 11:00 PM,1,0,2,1,0,1,2,1,1,9,,,
8/29/16 12:00 AM,0,1,0,0,0,0,0,1,1,3,,,
8/29/16 1:00 AM,1,2,1,0,0,2,1,1,1,9,,,
8/29/16 2:00 AM,1,0,1,0,1,0,1,3,1,8,,,
8/29/16 3:00 AM,0,0,1,1,1,1,2,0,1,7,,,
8/29/16 4:00 AM,2,2,1,0,0,2,2,2,0,11,,,
8/29/16 5:00 AM,1,1,1,0,1,1,1,1,1,8,,,
8/29/16 6:00 AM,1,1,2,0,0,0,1,3,1,9,,,
8/29/16 7:00 AM,1,1,1,1,0,1,2,2,0,9,,,
8/29/16 8:00 AM,3,1,0,0,0,2,0,2,0,8,,,
8/29/16 9:00 AM,1,0,2,0,0,2,2,1,1,9,,,
8/29/16 10:00 AM,1,1,1,1,0,0,2,2,0,8,,,
8/29/16 11:00 AM,3,2,0,1,1,1,0,1,0,9,,,
8/29/16 12:00 PM,0,0,1,0,1,2,0,1,2,7,,,
8/29/16 1:00 PM,1,1,1,0,1,0,1,1,0,6,,,
8/29/16 2:00 PM,2,1,2,2,1,1,1,0,0,10,,,
8/29/16 3:00 PM,2,0,2,2,1,1,2,1,0,11,,,
8/29/16 4:00 PM,1,2,2,0,0,0,1,1,1,8,,,
8/29/16 5:00 PM,1,2,1,0,1,2,1,0,0,8,,,
8/29/16 6:00 PM,3,2,2,1,0,0,1,1,1,11,,,
8/29/16 7:00 PM,2,1,0,0,0,1,0,0,0,4,,,
8/29/16 8:00 PM,0,1,1,0,0,1,4,1,1,9,,,
8/29/16 9:00 PM,2,1,2,2,1,0,0,2,2,12,,,
8/29/16 10:00 PM,1,0,3,0,0,0,2,2,1,9,,,
8/29/16 11:00 PM,1,3,1,0,2,0,2,0,1,10,,,
8/30/16 12:00 AM,1,0,1,0,0,1,0,0,0,3,,,
8/30/16 1:00 AM,3,4,1,0,0,1,0,1,1,11,,,
8/30/16 2:00 AM,1,2,1,0,0,1,0,0,2,7,,,
8/30/16 3:00 AM,1,1,0,0,2,1,3,1,0,9,,,
8/30/16 4:00 AM,1,1,1,2,0,0,1,3,1,10,,,
8/30/16 5:00 AM,2,0,0,0,0,3,2,0,0,7,,,
8/30/16 6:00 AM,0,2,2,0,0,0,0,1,0,5,,,
8/30/16 7:00 AM,2,1,1,1,1,0,0,3,0,9,,,
8/30/16 8:00 AM,1,1,1,1,0,1,3,2,0,10,,,
8/30/16 9:00 AM,0,2,0,1,1,1,2,0,0,7,,,
8/30/16 10:00 AM,3,1,1,0,0,0,1,3,0,9,,,
8/30/16 11:00 AM,1,1,4,0,0,2,2,2,0,12,,,
8/30/16 12:00 PM,0,1,2,0,0,1,0,1,1,6,,,
8/30/16 1:00 PM,1,0,1,0,1,0,0,1,1,5,,,
8/30/16 2:00 PM,2,1,1,1,0,3,0,1,0,9,,,
8/30/16 3:00 PM,1,0,0,0,1,4,0,3,0,9,,,
8/30/16 4:00 PM,1,2,2,0,0,1,1,1,1,9,,,
8/30/16 5:00 PM,1,1,1,1,0,0,1,0,0,5,,,
8/30/16 6:00 PM,1,1,1,1,0,1,0,2,0,7,,,
8/30/16 7:00 PM,1,1,1,0,0,0,1,3,0,7,,,
8/30/16 8:00 PM,2,1,0,1,0,1,1,1,1,8,,,
8/30/16 9:00 PM,1,3,0,1,0,0,2,0,1,8,,,
8/30/16 10:00 PM,3,0,2,0,1,0,1,2,1,10,,,
8/30/16 11:00 PM,1,1,1,1,0,0,2,1,2,9,,,
8/31/16 12:00 AM,0,0,2,1,1,1,1,1,1,8,,,
8/31/16 1:00 AM,1,0,2,0,1,2,1,1,0,8,,,
8/31/16 2:00 AM,1,0,1,1,0,2,0,1,2,8,,,
8/31/16 3:00 AM,2,1,0,0,0,1,1,0,0,5,,,
8/31/16 4:00 AM,3,1,3,0,0,0,3,1,1,12,,,
8/31/16 5:00 AM,2,1,1,0,0,0,3,1,0,8,,,
8/31/16 6:00 AM,0,0,2,0,0,0,0,2,0,4,,,
8/31/16 7:00 AM,3,0,1,0,0,1,1,0,1,7,,,
8/31/16 8:00 AM,2,1,2,1,0,2,1,2,0,11,,,
8/31/16 9:00 AM,2,2,1,1,0,0,1,2,1,10,,,
8/31/16 10:00 AM,2,1,1,0,0,1,2,0,2,9,,,
8/31/16 11:00 AM,2,1,3,0,0,0,0,0,2,8,,,
8/31/16 12:00 PM,1,1,2,1,0,1,1,0,0,7,,,
8/31/16 1:00 PM,2,2,1,0,0,0,1,0,1,7,,,
8/31/16 2:00 PM,1,0,1,0,1,2,2,1,1,9,,,
8/31/16 3:00 PM,2,1,2,1,0,1,2,1,2,12,,,
8/31/16 4:00 PM,3,2,2,0,0,3,2,1,0,13,,,
8/31/16 5:00 PM,2,1,1,0,0,1,1,2,0,8,,,
8/31/16 6:00 PM,2,2,2,0,0,0,0,1,1,8,,,
8/31/16 7:00 PM,2,0,0,0,1,1,1,1,2,8,,,
8/31/16 8:00 PM,1,0,3,2,0,2,0,0,2,10,,,
8/31/16 9:00 PM,2,3,1,0,0,1,0,0,0,7,,,
8/31/16 10:00 PM,2,1,3,0,0,1,2,1,0,10,,,
8/31/16 11:00 PM,2,2,2,0,1,0,0,1,0,8,,,
12/1/16 12:00 AM,1,1,1,0,0,0,2,2,0,7,,,
12/1/16 1:00 AM,1,2,2,1,0,2,1,1,2,12,,,
12/1/16 2:00 AM,3,2,0,0,0,2,1,0,1,9,,,
12/1/16 3:00 AM,1,1,1,0,0,0,1,1,2,7,,,
12/1/16 4:00 AM,1,0,2,0,0,1,1,2,1,8,,,
12/1/16 5:00 AM,3,3,1,1,2,4,2,3,1,20,,,
12/1/16 6:00 AM,1,2,0,0,0,1,2,1,0,7,,,
12/1/16 7:00 AM,1,2,0,0,1,3,3,1,0,11,,,
12/1/16 8:00 AM,3,0,0,0,1,1,1,1,1,8,,,
12/1/16 9:00 AM,1,2,0,0,0,2,1,2,0,8,,,
12/1/16 10:00 AM,1,0,0,1,1,1,2,0,1,7,,,
12/1/16 11:00 AM,2,2,1,0,0,2,1,1,1,10,,,
12/1/16 12:00 PM,1,2,0,0,0,2,1,1,0,7,,,
12/1/16 1:00 PM,2,0,1,0,1,0,1,1,0,6,,,
12/1/16 2:00 PM,1,1,2,0,2,0,1,0,1,8,,,
12/1/16 3:00 PM,2,2,1,0,1,1,0,0,0,7,,,
12/1/16 4:00 PM,1,3,0,1,0,0,0,0,1,6,,,
12/1/16 5:00 PM,1,1,3,0,0,0,0,0,0,5,,,
12/1/16 6:00 PM,2,1,1,0,0,2,0,0,1,7,,,
12/1/16 7:00 PM,2,2,0,0,1,1,2,0,0,8,,,
12/1/16 8:00 PM,3,1,0,1,1,0,1,4,0,11,,,
12/1/16 9:00 PM,1,2,1,2,1,1,0,3,1,12,,,
12/1/16 10:00 PM,2,1,1,0,2,1,3,2,2,14,,,
12/1/16 11:00 PM,3,1,0,1,0,1,1,1,1,9,,,
12/2/16 1:00 AM,0,1,1,0,0,1,3,3,1,10,,,
12/2/16 2:00 AM,1,1,3,1,0,2,1,2,0,11,,,
12/2/16 3:00 AM,3,1,1,1,0,1,1,1,0,9,,,
12/2/16 4:00 AM,1,1,2,0,0,0,2,2,0,8,,,
12/2/16 5:00 AM,3,0,2,0,0,0,0,1,0,6,,,
12/2/16 6:00 AM,3,3,1,0,1,0,1,0,2,11,,,
12/2/16 7:00 AM,2,0,0,1,2,2,2,1,1,11,,,
12/2/16 8:00 AM,2,2,3,0,1,1,2,1,0,12,,,
12/2/16 9:00 AM,2,0,1,0,0,1,1,1,2,8,,,
12/2/16 10:00 AM,3,0,0,0,0,0,1,2,0,6,,,
12/2/16 11:00 AM,2,0,2,1,0,1,0,2,0,8,,,
12/2/16 12:00 PM,0,3,1,0,1,0,2,0,0,7,,,
12/2/16 1:00 PM,0,3,0,0,0,1,1,0,0,5,,,
12/2/16 2:00 PM,3,1,0,0,0,1,1,2,0,8,,,
12/2/16 3:00 PM,3,1,0,0,0,1,1,2,2,10,,,
12/2/16 4:00 PM,1,1,1,1,0,1,1,0,0,6,,,
12/2/16 5:00 PM,1,1,0,0,0,1,2,0,0,5,,,
12/2/16 6:00 PM,0,3,3,1,1,1,0,1,0,10,,,
12/2/16 7:00 PM,1,1,1,0,2,1,2,1,2,11,,,
12/2/16 8:00 PM,1,2,0,0,0,0,2,1,2,8,,,
12/2/16 9:00 PM,1,1,2,0,0,0,1,0,1,6,,,
12/2/16 10:00 PM,1,1,0,0,0,0,1,0,0,3,,,
12/2/16 11:00 PM,1,3,0,0,0,0,0,1,2,7,,,
12/3/16 12:00 AM,1,3,0,0,0,1,0,1,0,6,,,
12/3/16 1:00 AM,1,0,2,0,0,3,0,2,2,10,,,
12/3/16 2:00 AM,0,0,0,2,0,3,3,1,0,9,,,
12/3/16 3:00 AM,2,2,1,0,0,2,0,2,1,10,,,
12/3/16 4:00 AM,2,1,0,0,1,1,2,3,1,11,,,
12/3/16 5:00 AM,2,1,0,0,1,2,1,2,0,9,,,
12/3/16 6:00 AM,2,1,1,0,0,0,3,0,2,9,,,
12/3/16 7:00 AM,0,2,1,1,0,3,1,2,0,10,,,
12/3/16 8:00 AM,1,3,2,0,0,1,2,1,2,12,,,
12/3/16 9:00 AM,1,0,1,0,0,2,1,1,0,6,,,
12/3/16 10:00 AM,2,2,0,0,0,1,0,0,1,6,,,
12/3/16 11:00 AM,2,0,2,1,0,1,0,1,1,8,,,
12/3/16 12:00 PM,2,0,2,0,1,2,3,0,2,12,,,
12/3/16 1:00 PM,1,1,2,0,2,0,0,2,1,9,,,
12/3/16 2:00 PM,0,0,1,1,0,2,2,1,0,7,,,
12/3/16 3:00 PM,3,1,3,1,0,3,2,1,1,15,,,
12/3/16 4:00 PM,2,2,1,0,0,1,1,1,0,8,,,
12/3/16 5:00 PM,2,1,1,0,1,0,1,0,2,8,,,
12/3/16 6:00 PM,1,3,0,0,0,0,1,3,0,8,,,
12/3/16 7:00 PM,1,1,0,1,0,0,3,0,2,8,,,
12/3/16 8:00 PM,1,2,1,0,0,1,1,2,2,10,,,
12/3/16 9:00 PM,1,1,0,0,0,1,2,3,0,8,,,
12/3/16 10:00 PM,2,0,1,0,0,2,2,2,1,10,,,
12/3/16 11:00 PM,2,2,1,0,0,1,1,2,1,10,,,
12/4/16 12:00 AM,3,0,1,0,0,0,1,2,0,7,,,
12/4/16 1:00 AM,2,1,1,0,1,1,1,0,0,7,,,
12/4/16 2:00 AM,1,1,1,0,0,1,2,2,0,8,,,
12/4/16 3:00 AM,3,1,3,2,0,2,2,2,1,16,,,
12/4/16 4:00 AM,2,0,0,0,0,2,0,2,0,6,,,
12/4/16 5:00 AM,2,0,2,0,1,1,3,0,0,9,,,
12/4/16 6:00 AM,1,1,1,1,0,3,1,2,2,12,,,
12/4/16 7:00 AM,2,1,0,0,0,1,1,1,0,6,,,
12/4/16 8:00 AM,1,0,1,1,0,1,0,1,0,5,,,
12/4/16 9:00 AM,2,0,1,0,0,0,1,2,2,8,,,
12/4/16 10:00 AM,2,1,1,0,0,1,1,0,2,8,,,
12/4/16 11:00 AM,4,1,2,0,0,2,1,0,0,10,,,
12/4/16 12:00 PM,2,1,2,0,0,1,1,2,1,10,,,
12/4/16 1:00 PM,1,1,1,1,0,2,3,3,2,14,,,
12/4/16 2:00 PM,1,1,0,0,0,0,0,0,2,4,,,
12/4/16 3:00 PM,1,1,0,0,0,1,2,1,0,6,,,
